,Date,artistName,trackName,msPlayed
7669,2020-07-22,Sam Smith,Too Good At Goodbyes - Galantis Remix,36688
7670,2020-07-22,Sam Smith,Too Good At Goodbyes - Galantis Remix,6617
7650,2020-07-22,5 Seconds of Summer,Youngblood,203418
7651,2020-07-22,ZAYN,Dusk Till Dawn - Radio Edit,238933
7652,2020-07-22,Sam Smith,Too Good At Goodbyes - Galantis Remix,47167
7654,2020-07-22,Amit Trivedi,Naina Da Kya Kasoor,1681
7655,2020-07-22,Medha Sahi,I Don't Do Love Anymore,1174
7656,2020-07-22,Prateek Kuhad,Kasoor,0
7657,2020-07-22,Britt Nicole,Welcome To The Show,0
7658,2020-07-22,Wiz Khalifa,See You Again (feat. Charlie Puth),168186
7653,2020-07-22,KK,Beete Lamhein,1310
7660,2020-07-22,Katy Perry,Firework,79935
7659,2020-07-22,Green Day,21 Guns,143595
7667,2020-07-22,Sam Smith,Too Good At Goodbyes - Galantis Remix,40680
7666,2020-07-22,One Direction,Moments,934
7665,2020-07-22,Britt Nicole,Welcome To The Show,64886
7668,2020-07-22,Britt Nicole,Welcome To The Show,9258
7664,2020-07-22,Prateek Kuhad,Kasoor,197549
7663,2020-07-22,Andy Grammer,Don’t Give Up On Me,8582
7662,2020-07-22,Tyrone Wells,Time of Our Lives,246629
7661,2020-07-22,Meghan Trainor,"I'll Be There for You (""Friends"" 25th Anniversary)",73121
7708,2020-07-23,Andy Grammer,Don’t Give Up On Me,196187
7709,2020-07-23,Calum Scott,You Are The Reason,204326
7710,2020-07-23,Plain White T's,Hey There Delilah,232533
7711,2020-07-23,Black Eyed Peas,I Gotta Feeling,1757
7712,2020-07-23,Katy Perry,Firework,184141
7713,2020-07-23,Riverdale Cast,"These Are the Moments I Remember (feat. Ashleigh Murray, Asha Bromfield, Hayley Law, Camila Mendes & KJ Apa)",142955
7716,2020-07-23,Ed Sheeran,Photograph,258987
7715,2020-07-23,Prateek Kuhad,Kasoor,131022
7721,2020-07-23,Shafqat Amanat Ali,Kyun Main Jaagoon,41613
7717,2020-07-23,Ed Sheeran,Photograph,258915
7718,2020-07-23,Ed Sheeran,Photograph,258931
7720,2020-07-23,Ed Sheeran,Photograph,258986
7714,2020-07-23,Riverdale Cast,The Song That Everyone Sings (feat. KJ Apa),98785
7707,2020-07-23,Shafqat Amanat Ali,Kyun Main Jaagoon,342064
7719,2020-07-23,Ed Sheeran,Photograph,258915
7705,2020-07-23,Rashid Ali,Kahin To,303206
7706,2020-07-23,Ed Sheeran,Photograph,258986
7692,2020-07-23,ZAYN,Dusk Till Dawn - Radio Edit,239000
7693,2020-07-23,Sam Smith,Too Good At Goodbyes - Galantis Remix,192550
7694,2020-07-23,Sam Smith,Too Good At Goodbyes - Galantis Remix,724
7696,2020-07-23,ZAYN,Dusk Till Dawn - Radio Edit,70479
7697,2020-07-23,Sam Smith,Too Good At Goodbyes - Galantis Remix,192550
7695,2020-07-23,KK,Beete Lamhein,96383
7699,2020-07-23,Wiz Khalifa,See You Again (feat. Charlie Puth),160515
7700,2020-07-23,Amit Trivedi,Naina Da Kya Kasoor,153976
7701,2020-07-23,Prateek Kuhad,Kasoor,197549
7702,2020-07-23,Britt Nicole,Welcome To The Show,202306
7703,2020-07-23,Chris Tomlin,Our God,285160
7704,2020-07-23,Green Day,21 Guns,322040
7698,2020-07-23,KK,Beete Lamhein,7541
7731,2020-07-24,KK,Beete Lamhein,298177
7736,2020-07-24,Lullaby Classics,The Cuppycake Song,44176
7735,2020-07-24,Medha Sahi,I Don't Do Love Anymore,166426
7734,2020-07-24,Ed Sheeran,Photograph,224430
7733,2020-07-24,Andy Grammer,Don’t Give Up On Me,196048
7732,2020-07-24,Lullaby Classics,The Cuppycake Song,77871
7730,2020-07-24,Sam Smith,Too Good At Goodbyes - Galantis Remix,192425
7737,2020-07-24,Amit Trivedi,Naina Da Kya Kasoor,209931
7728,2020-07-24,5 Seconds of Summer,Youngblood,203221
7727,2020-07-24,Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",124837
7726,2020-07-24,Daughter,Shallows,57935
7725,2020-07-24,Daughter,Medicine,136941
7724,2020-07-24,Novo Amor,Anchor,216675
7723,2020-07-24,Duncan Laurence,Arcade,125651
7722,2020-07-24,Ed Sheeran,Photograph,195693
7729,2020-07-24,ZAYN,Dusk Till Dawn - Radio Edit,238928
7738,2020-07-25,Prateek Kuhad,Kasoor,30157
7739,2020-07-25,ZAYN,Dusk Till Dawn - Radio Edit,239000
7740,2020-07-25,Sam Smith,Too Good At Goodbyes - Galantis Remix,169739
7778,2020-07-26,The Local Train,Khudi,297431
7777,2020-07-26,The Local Train,Aaoge Tum Kabhi,313187
7776,2020-07-26,The Local Train,Aaftaab,233294
7775,2020-07-26,Wiz Khalifa,See You Again (feat. Charlie Puth),165182
7771,2020-07-26,5 Seconds of Summer,Youngblood,203330
7773,2020-07-26,Sam Smith,Too Good At Goodbyes - Galantis Remix,192372
7772,2020-07-26,ZAYN,Dusk Till Dawn - Radio Edit,236849
7794,2020-07-26,Taylor Swift,Change,2778
7779,2020-07-26,The Local Train,Dilnawaz,207426
7770,2020-07-26,Shafqat Amanat Ali,Kyun Main Jaagoon,175948
7774,2020-07-26,KK,Beete Lamhein,294848
7780,2020-07-26,The Local Train,Mere Yaar,286686
7786,2020-07-26,Taylor Swift,Fearless,56122
7782,2020-07-26,Lullaby Classics,The Cuppycake Song,24275
7783,2020-07-26,Maroon 5,Memories,126441
7784,2020-07-26,One Direction,Through the Dark,110060
7785,2020-07-26,Taylor Swift,the last great american dynasty,84800
7787,2020-07-26,Taylor Swift,You Belong With Me,232120
7788,2020-07-26,Taylor Swift,The Way I Loved You,430
7789,2020-07-26,Taylor Swift,Breathe,245831
7790,2020-07-26,Taylor Swift,Tell Me Why,1048
7791,2020-07-26,Taylor Swift,You're Not Sorry,348
7792,2020-07-26,Taylor Swift,Forever & Always,225333
7793,2020-07-26,Taylor Swift,The Best Day,245320
7769,2020-07-26,Ed Sheeran,Photograph,258986
7781,2020-07-26,The Local Train,Kaisey Jiyun,238917
7768,2020-07-26,Ed Sheeran,Photograph,258940
7763,2020-07-26,5 Seconds of Summer,Youngblood,6187
7766,2020-07-26,Chris Tomlin,Our God,241079
7767,2020-07-26,Green Day,21 Guns,318203
7741,2020-07-26,Sam Smith,Too Good At Goodbyes - Galantis Remix,192550
7742,2020-07-26,Medha Sahi,I Don't Do Love Anymore,90
7744,2020-07-26,Wiz Khalifa,See You Again (feat. Charlie Puth),1438
7745,2020-07-26,KK,Beete Lamhein,34158
7746,2020-07-26,Amit Trivedi,Naina Da Kya Kasoor,210951
7747,2020-07-26,Prateek Kuhad,Kasoor,46376
7748,2020-07-26,Prateek Kuhad,Kasoor,1424
7749,2020-07-26,ZAYN,Dusk Till Dawn - Radio Edit,176032
7750,2020-07-26,ZAYN,Dusk Till Dawn - Radio Edit,415663
7751,2020-07-26,Prateek Kuhad,Kasoor,197405
7752,2020-07-26,ZAYN,Dusk Till Dawn - Radio Edit,1193
7743,2020-07-26,Wiz Khalifa,See You Again (feat. Charlie Puth),229525
7754,2020-07-26,Sam Smith,Too Good At Goodbyes - Galantis Remix,684
7765,2020-07-26,Britt Nicole,Welcome To The Show,190916
7753,2020-07-26,Sam Smith,Too Good At Goodbyes - Galantis Remix,192426
7764,2020-07-26,Amit Trivedi,Naina Da Kya Kasoor,161106
7761,2020-07-26,Sam Smith,Too Good At Goodbyes - Galantis Remix,151093
7760,2020-07-26,KK,Beete Lamhein,3019
7762,2020-07-26,Lullaby Classics,The Cuppycake Song,5088
7758,2020-07-26,ZAYN,Dusk Till Dawn - Radio Edit,238919
7757,2020-07-26,5 Seconds of Summer,Youngblood,173477
7756,2020-07-26,Sam Smith,Too Good At Goodbyes - Galantis Remix,312868
7755,2020-07-26,KK,Beete Lamhein,3912
7759,2020-07-26,Sam Smith,Too Good At Goodbyes - Galantis Remix,192421
7856,2020-07-27,Vinod Rathod,Har Taraf Hai Ye Shor,0
7850,2020-07-27,Ed Sheeran,Photograph,258986
7855,2020-07-27,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,0
7854,2020-07-27,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,727
7853,2020-07-27,B Praak,Teri Mitti - Tribute,0
7852,2020-07-27,Andy Grammer,Don’t Give Up On Me,196187
7851,2020-07-27,Shafqat Amanat Ali,Kyun Main Jaagoon,342064
7849,2020-07-27,Ed Sheeran,Photograph,48894
7843,2020-07-27,Wiz Khalifa,See You Again (feat. Charlie Puth),2057
7847,2020-07-27,Lu & Robertinho,Photograph / Saudade Idiota,21213
7846,2020-07-27,Rashid Ali,Kahin To,229658
7845,2020-07-27,KK,Beete Lamhein,49079
7842,2020-07-27,Chris Tomlin,Our God,1642
7841,2020-07-27,Britt Nicole,Welcome To The Show,1117
7840,2020-07-27,Prateek Kuhad,Kasoor,595
7839,2020-07-27,Medha Sahi,I Don't Do Love Anymore,1373
7857,2020-07-27,Calum Scott,You Are The Reason,203326
7848,2020-07-27,Express Groove,Photograph (Special Drum Groove Extended Mix),28105
7858,2020-07-27,Black Eyed Peas,I Gotta Feeling,0
7871,2020-07-27,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",200991
7860,2020-07-27,One Direction,Moments,0
7879,2020-07-27,One Direction,Steal My Girl,3800
7878,2020-07-27,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",160674
7877,2020-07-27,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",200991
7876,2020-07-27,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",200991
7875,2020-07-27,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",200991
7874,2020-07-27,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",200991
7873,2020-07-27,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",200991
7872,2020-07-27,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",200991
7838,2020-07-27,Amit Trivedi,Naina Da Kya Kasoor,4612
7870,2020-07-27,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",200991
7869,2020-07-27,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",200991
7868,2020-07-27,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",151897
7867,2020-07-27,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",5328
7866,2020-07-27,Prateek Kuhad,Kasoor,39972
7865,2020-07-27,Plain White T's,Hey There Delilah,2602
7864,2020-07-27,Riverdale Cast,"These Are the Moments I Remember (feat. Ashleigh Murray, Asha Bromfield, Hayley Law, Camila Mendes & KJ Apa)",0
7863,2020-07-27,Meghan Trainor,"I'll Be There for You (""Friends"" 25th Anniversary)",0
7862,2020-07-27,Riverdale Cast,The Song That Everyone Sings (feat. KJ Apa),0
7861,2020-07-27,Katy Perry,Firework,0
7859,2020-07-27,Tyrone Wells,Time of Our Lives,0
7837,2020-07-27,Sam Smith,Too Good At Goodbyes - Galantis Remix,192550
7844,2020-07-27,Green Day,21 Guns,674
7835,2020-07-27,Taylor Swift,exile (feat. Bon Iver),117492
7812,2020-07-27,The Local Train,Dil Mere,211164
7811,2020-07-27,The Local Train,Choo Lo,233430
7810,2020-07-27,Chris Tomlin,Our God,677
7809,2020-07-27,Britt Nicole,Welcome To The Show,1944
7808,2020-07-27,Prateek Kuhad,Kasoor,197435
7807,2020-07-27,Amit Trivedi,Naina Da Kya Kasoor,209946
7806,2020-07-27,Medha Sahi,I Don't Do Love Anymore,120422
7805,2020-07-27,Wiz Khalifa,See You Again (feat. Charlie Puth),229422
7813,2020-07-27,The Local Train,Aaftaab,233413
7804,2020-07-27,KK,Beete Lamhein,4673
7802,2020-07-27,5 Seconds of Summer,Youngblood,203418
7801,2020-07-27,Sam Smith,Too Good At Goodbyes - Galantis Remix,774
7800,2020-07-27,ZAYN,Dusk Till Dawn - Radio Edit,177
7799,2020-07-27,ZAYN,Dusk Till Dawn - Radio Edit,5361
7798,2020-07-27,Lullaby Classics,The Cuppycake Song,1835
7797,2020-07-27,One Direction,Through the Dark,221682
7796,2020-07-27,Taylor Swift,the last great american dynasty,229935
7836,2020-07-27,Taylor Swift,my tears ricochet,79686
7803,2020-07-27,Sam Smith,Too Good At Goodbyes - Galantis Remix,192424
7814,2020-07-27,The Local Train,Aaoge Tum Kabhi,313178
7795,2020-07-27,5 Seconds of Summer,Youngblood,50721
7816,2020-07-27,The Local Train,Dilnawaz,207425
7815,2020-07-27,The Local Train,Khudi,297666
7834,2020-07-27,Taylor Swift,the last great american dynasty,230999
7833,2020-07-27,Taylor Swift,cardigan,140973
7832,2020-07-27,Taylor Swift,the 1,73018
7831,2020-07-27,Taylor Swift,betty,273293
7830,2020-07-27,Taylor Swift,the 1,33513
7829,2020-07-27,Ben Harper,I Don’t Believe A Word You Say,2973
7828,2020-07-27,Alaina Castillo,i don't think i love you anymore,3848
7826,2020-07-27,Green Day,21 Guns,29931
7827,2020-07-27,Amit Trivedi,Naina Da Kya Kasoor,49477
7824,2020-07-27,Amit Trivedi,Naina Da Kya Kasoor,159714
7823,2020-07-27,Medha Sahi,I Don't Do Love Anymore,166615
7822,2020-07-27,Wiz Khalifa,See You Again (feat. Charlie Puth),229525
7821,2020-07-27,KK,Beete Lamhein,298271
7820,2020-07-27,Sam Smith,Too Good At Goodbyes - Galantis Remix,192550
7819,2020-07-27,ZAYN,Dusk Till Dawn - Radio Edit,239000
7818,2020-07-27,The Local Train,Kaisey Jiyun,238930
7817,2020-07-27,The Local Train,Mere Yaar,286676
7825,2020-07-27,The Local Train,Aakhri Salaam,29674
7886,2020-07-28,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",0
7888,2020-07-28,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",102500
7887,2020-07-28,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),143815
7885,2020-07-28,One Direction,Steal My Girl,151
7881,2020-07-28,Taylor Swift,betty,787
7883,2020-07-28,One Direction,Steal My Girl,201049
7882,2020-07-28,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),151266
7880,2020-07-28,One Direction,Steal My Girl,6798
7884,2020-07-28,Taylor Swift,the last great american dynasty,1030
7934,2020-07-29,ZAYN,Dusk Till Dawn - Radio Edit,210
7933,2020-07-29,Taylor Swift,the last great american dynasty,229932
7932,2020-07-29,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",199924
7931,2020-07-29,One Direction,Steal My Girl,228133
7930,2020-07-29,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",4870
7929,2020-07-29,One Direction,Steal My Girl,227943
7927,2020-07-29,The Local Train,Aaoge Tum Kabhi,86270
7926,2020-07-29,Shaan,Behti Hawa Sa Tha Woh,42884
7925,2020-07-29,Shaan,Behti Hawa Sa Tha Woh,87183
7924,2020-07-29,Shaan,Behti Hawa Sa Tha Woh,299776
7923,2020-07-29,Taylor Swift,the last great american dynasty,14999
7935,2020-07-29,One Direction,Through the Dark,221682
7928,2020-07-29,One Direction,Steal My Girl,1662
7936,2020-07-29,Sam Smith,Too Good At Goodbyes - Galantis Remix,1687
7951,2020-07-29,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),151191
7938,2020-07-29,Lullaby Classics,The Cuppycake Song,17181
7939,2020-07-29,One Direction,Steal My Girl,227942
7940,2020-07-29,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",199942
7941,2020-07-29,One Direction,Through the Dark,3438
7942,2020-07-29,Taylor Swift,the last great american dynasty,229929
7943,2020-07-29,Lullaby Classics,The Cuppycake Song,1918
7944,2020-07-29,ZAYN,Dusk Till Dawn - Radio Edit,679
7945,2020-07-29,5 Seconds of Summer,Youngblood,3421
7946,2020-07-29,Dance Time Trio,Savage Love,4220
7947,2020-07-29,Jawsh 685,Savage Love (Laxed - Siren Beat),95365
7948,2020-07-29,Maroon 5,Girls Like You,215189
7949,2020-07-29,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),14186
7950,2020-07-29,Maroon 5,Girls Like You,215177
7922,2020-07-29,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",232832
7937,2020-07-29,5 Seconds of Summer,Youngblood,690
7921,2020-07-29,One Direction,Steal My Girl,228133
7896,2020-07-29,Lullaby Classics,The Cuppycake Song,7054
7919,2020-07-29,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",0
7889,2020-07-29,Taylor Swift,the last great american dynasty,681
7890,2020-07-29,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",1373
7892,2020-07-29,One Direction,Steal My Girl,126574
7893,2020-07-29,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",200991
7894,2020-07-29,One Direction,Through the Dark,1524
7895,2020-07-29,Taylor Swift,the last great american dynasty,134517
7920,2020-07-29,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),7626
7897,2020-07-29,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),139138
7898,2020-07-29,One Direction,Steal My Girl,228133
7899,2020-07-29,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",105009
7900,2020-07-29,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),29825
7901,2020-07-29,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",63193
7902,2020-07-29,Taylor Swift,the last great american dynasty,229938
7903,2020-07-29,One Direction,Through the Dark,221689
7891,2020-07-29,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",332
7905,2020-07-29,5 Seconds of Summer,Youngblood,203418
7918,2020-07-29,One Direction,Steal My Girl,0
7917,2020-07-29,Maroon 5,Girls Like You,215229
7916,2020-07-29,ZAYN,Dusk Till Dawn - Radio Edit,206486
7904,2020-07-29,Lullaby Classics,The Cuppycake Song,44177
7914,2020-07-29,Lullaby Classics,The Cuppycake Song,3519
7913,2020-07-29,One Direction,Through the Dark,221733
7915,2020-07-29,5 Seconds of Summer,Youngblood,203417
7911,2020-07-29,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",183434
7910,2020-07-29,One Direction,Steal My Girl,228133
7909,2020-07-29,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),151266
7908,2020-07-29,Maroon 5,Girls Like You,215229
7907,2020-07-29,ZAYN,Dusk Till Dawn - Radio Edit,148078
7906,2020-07-29,Maroon 5,Girls Like You,6140
7912,2020-07-29,Taylor Swift,the last great american dynasty,230999
7965,2020-07-30,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",67413
7964,2020-07-30,One Direction,Steal My Girl,180713
7963,2020-07-30,One Direction,Steal My Girl,2770
7962,2020-07-30,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",0
7961,2020-07-30,One Direction,Steal My Girl,5010
7960,2020-07-30,Taylor Swift,the last great american dynasty,556
7959,2020-07-30,One Direction,Through the Dark,77351
7957,2020-07-30,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",200991
7956,2020-07-30,One Direction,Steal My Girl,117459
7955,2020-07-30,Jawsh 685,Savage Love (Laxed - Siren Beat),171182
7954,2020-07-30,One Direction,Steal My Girl,203882
7953,2020-07-30,One Direction,Steal My Girl,6612
7952,2020-07-30,Sam Smith,Too Good At Goodbyes - Galantis Remix,29919
7958,2020-07-30,Taylor Swift,the last great american dynasty,230999
7982,2020-07-31,One Direction,Through the Dark,162939
7983,2020-07-31,Maroon 5,Girls Like You,438
7984,2020-07-31,Maroon 5,Girls Like You,0
7985,2020-07-31,One Direction,Steal My Girl,100514
7986,2020-07-31,Jawsh 685,Savage Love (Laxed - Siren Beat),5
7989,2020-07-31,Maroon 5,Girls Like You,1010
7988,2020-07-31,Maroon 5,Girls Like You,29142
7990,2020-07-31,Jawsh 685,Savage Love (Laxed - Siren Beat),4147
7991,2020-07-31,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),1136
7992,2020-07-31,One Direction,Steal My Girl,192161
7981,2020-07-31,Taylor Swift,the last great american dynasty,230999
7987,2020-07-31,Maroon 5,Girls Like You,5120
7980,2020-07-31,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",200991
7971,2020-07-31,Kygo,Happy Now,211189
7978,2020-07-31,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",4597
7979,2020-07-31,One Direction,Steal My Girl,228133
7966,2020-07-31,Maroon 5,Girls Like You,4856
7967,2020-07-31,One Direction,Steal My Girl,227937
7968,2020-07-31,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",11942
7969,2020-07-31,Taylor Swift,the last great american dynasty,151579
7970,2020-07-31,Taylor Swift,the last great american dynasty,116265
7973,2020-07-31,Lullaby Classics,The Cuppycake Song,29928
7974,2020-07-31,Jawsh 685,Savage Love (Laxed - Siren Beat),392
7975,2020-07-31,Maroon 5,Girls Like You,215229
7976,2020-07-31,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),5874
7977,2020-07-31,One Direction,Steal My Girl,228133
7972,2020-07-31,One Direction,Through the Dark,221623
8036,2020-08-01,Imagine Dragons,I’ll Make It Up To You,261
8033,2020-08-01,Imagine Dragons,Next To Me,230288
8035,2020-08-01,Imagine Dragons,Whatever It Takes,201240
8034,2020-08-01,Imagine Dragons,I Don’t Know Why,190120
8032,2020-08-01,Imagine Dragons,Radioactive,3117
8026,2020-08-01,Imagine Dragons,Whatever It Takes,1584
8030,2020-08-01,Imagine Dragons,Demons,177506
8029,2020-08-01,Imagine Dragons,Bad Liar,80490
8028,2020-08-01,Imagine Dragons,Natural,7471
8027,2020-08-01,Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",3353
8037,2020-08-01,Imagine Dragons,Walking The Wire,765
8025,2020-08-01,Imagine Dragons,Thunder,187146
8031,2020-08-01,Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",47715
8038,2020-08-01,Imagine Dragons,Believer,165948
8044,2020-08-01,ZAYN,Dusk Till Dawn - Radio Edit,6161
8040,2020-08-01,Imagine Dragons,Rise Up,6806
8041,2020-08-01,Imagine Dragons,Walking The Wire,232906
8042,2020-08-01,Imagine Dragons,Dancing In The Dark,9918
8043,2020-08-01,Imagine Dragons,Rise Up,89677
8045,2020-08-01,Sam Smith,Too Good At Goodbyes - Galantis Remix,1110
8046,2020-08-01,5 Seconds of Summer,Youngblood,203417
8047,2020-08-01,KK,Beete Lamhein,754
8048,2020-08-01,Medha Sahi,I Don't Do Love Anymore,0
8049,2020-08-01,ZAYN,Dusk Till Dawn - Radio Edit,4629
8050,2020-08-01,Wiz Khalifa,See You Again (feat. Charlie Puth),104597
8051,2020-08-01,Sam Smith,Too Good At Goodbyes - Galantis Remix,120422
8052,2020-08-01,Sam Smith,Too Good At Goodbyes - Galantis Remix,1994
8024,2020-08-01,Imagine Dragons,Believer,204346
8039,2020-08-01,Imagine Dragons,Rise Up,296
8023,2020-08-01,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),748
8009,2020-08-01,Maroon 5,Girls Like You,28720
8021,2020-08-01,One Direction,Steal My Girl,13560
8022,2020-08-01,Green Day,21 Guns,1467
7993,2020-08-01,Maroon 5,Girls Like You,215229
7994,2020-08-01,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),151266
7995,2020-08-01,One Direction,Steal My Girl,228133
7997,2020-08-01,Maroon 5,Girls Like You,1172
7998,2020-08-01,One Direction,Steal My Girl,1514
7999,2020-08-01,Jawsh 685,Savage Love (Laxed - Siren Beat),4332
8000,2020-08-01,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",4276
8001,2020-08-01,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),807
8002,2020-08-01,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),2355
8003,2020-08-01,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",200991
8004,2020-08-01,Taylor Swift,the last great american dynasty,230999
8005,2020-08-01,One Direction,Through the Dark,13769
8006,2020-08-01,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),46
7996,2020-08-01,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",50470
8008,2020-08-01,Maroon 5,Girls Like You,711
8007,2020-08-01,Deluxe Vagabonds,One Shining Moment,0
8019,2020-08-01,Dizplay,Whatever It Takes,292158
8020,2020-08-01,One Direction,Steal My Girl,18436
8017,2020-08-01,Domineeky,Whatever It Takes - Domineeky Bass Dub,82135
8016,2020-08-01,Imagine Dragons,Whatever It Takes,6856
8015,2020-08-01,5 Seconds of Summer,Youngblood,35654
8018,2020-08-01,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),1422
8013,2020-08-01,One Direction,Through the Dark,221733
8012,2020-08-01,Taylor Swift,the last great american dynasty,230999
8011,2020-08-01,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",200991
8010,2020-08-01,One Direction,Steal My Girl,228133
8014,2020-08-01,Lullaby Classics,The Cuppycake Song,44237
8120,2020-08-02,The Local Train,Aaoge Tum Kabhi,278535
8119,2020-08-02,The Local Train,Aaftaab,233471
8118,2020-08-02,The Local Train,Dil Mere,211290
8117,2020-08-02,The Local Train,Aaftaab,14038
8116,2020-08-02,Monty Sharma,Jab Se Tere Naina,195417
8121,2020-08-02,The Local Train,Khudi,297642
8115,2020-08-02,Arijit Singh,"Gerua (From ""Dilwale"")",27731
8114,2020-08-02,Shreya Ghoshal,"Deewani Mastani (From ""Bajirao Mastani"")",6634
8113,2020-08-02,Marana,Tu jaane naa,337293
8112,2020-08-02,Shankar-Ehsaan-Loy,"Sajdaa (From ""My Name Is Khan"")",2917
8107,2020-08-02,Udit Narayan,Pehla Nasha - 2,291400
8110,2020-08-02,Tanishk Bagchi,"Bolna (From ""Kapoor & Sons (Since 1921)"")",2614
8109,2020-08-02,Jawad Ahmad,"Samjhawan (Unplugged by Alia Bhatt) [From ""Humpty Sharma Ki Dulhania""]",28503
8108,2020-08-02,Vishal-Shekhar,Zehnaseeb,217440
8106,2020-08-02,Shankar-Ehsaan-Loy,"Tere Naina (From ""My Name Is Khan"")",11204
8105,2020-08-02,Rahat Fateh Ali Khan,Teri Ore,339579
8104,2020-08-02,Pritam,Channa Mereya,99771
8103,2020-08-02,The Local Train,Aaftaab,233471
8122,2020-08-02,The Local Train,Dilnawaz,55715
8102,2020-08-02,Jawad Ahmad,Samjhawan,0
8111,2020-08-02,Ajay-Atul,Abhi Mujh Mein Kahin,1252
8123,2020-08-02,The Local Train,Mere Yaar,286720
8137,2020-08-02,Gary Portnoy,Where Everybody Knows Your Name (Cheers Theme),0
8125,2020-08-02,The Local Train,Aakhri Salaam,59282
8101,2020-08-02,Loah,Unveiled,70400
8145,2020-08-02,Imagine Dragons,Tiptoe,5583
8144,2020-08-02,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",80086
